,genres,norm_per_year,production_companies,total_films,year
7073,Fantasy,0.0,Warner Bros.,0,1968
7172,History,0.0,Columbia Pictures,0,1968
7176,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1968
7175,History,0.0,New Line Cinema,0,1968
7174,History,0.0,Paramount Pictures,0,1968
7178,History,0.0,Relativity Media,0,1968
7179,History,0.0,Touchstone Pictures,0,1968
7170,History,0.0,Twentieth Century Fox Film Corporation,0,1968
7177,History,0.0,Universal Pictures,0,1968
7171,History,0.0,Walt Disney Pictures,0,1968
7173,History,0.0,Warner Bros.,0,1968
7162,Horror,0.0,Columbia Pictures,0,1968
7166,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1968
7165,Horror,0.0,New Line Cinema,0,1968
17,Horror,1.0,Paramount Pictures,1,1968
7168,Horror,0.0,Relativity Media,0,1968
7169,Horror,0.0,Touchstone Pictures,0,1968
7160,Horror,0.0,Twentieth Century Fox Film Corporation,0,1968
7167,Horror,0.0,Universal Pictures,0,1968
7161,Horror,0.0,Walt Disney Pictures,0,1968
7163,Horror,0.0,Warner Bros.,0,1968
7192,Music,0.0,Columbia Pictures,0,1968
7196,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1968
7195,Music,0.0,New Line Cinema,0,1968
7194,Music,0.0,Paramount Pictures,0,1968
7198,Music,0.0,Relativity Media,0,1968
7199,Music,0.0,Touchstone Pictures,0,1968
7190,Music,0.0,Twentieth Century Fox Film Corporation,0,1968
7197,Music,0.0,Universal Pictures,0,1968
7191,Music,0.0,Walt Disney Pictures,0,1968
7193,Music,0.0,Warner Bros.,0,1968
7142,Romance,0.0,Columbia Pictures,0,1968
7146,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1968
7145,Romance,0.0,New Line Cinema,0,1968
7144,Romance,0.0,Paramount Pictures,0,1968
7148,Romance,0.0,Relativity Media,0,1968
7149,Romance,0.0,Touchstone Pictures,0,1968
7140,Romance,0.0,Twentieth Century Fox Film Corporation,0,1968
7147,Romance,0.0,Universal Pictures,0,1968
7141,Romance,0.0,Walt Disney Pictures,0,1968
7143,Romance,0.0,Warner Bros.,0,1968
7082,Science Fiction,0.0,Columbia Pictures,0,1968
15,Science Fiction,0.5,Metro-Goldwyn-Mayer (MGM),1,1968
7085,Science Fiction,0.0,New Line Cinema,0,1968
18,Science Fiction,0.5,Paramount Pictures,1,1968
7088,Science Fiction,0.0,Relativity Media,0,1968
7089,Science Fiction,0.0,Touchstone Pictures,0,1968
7080,Science Fiction,0.0,Twentieth Century Fox Film Corporation,0,1968
7087,Science Fiction,0.0,Universal Pictures,0,1968
7081,Science Fiction,0.0,Walt Disney Pictures,0,1968
7083,Science Fiction,0.0,Warner Bros.,0,1968
7112,Thriller,0.0,Columbia Pictures,0,1968
7116,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1968
7115,Thriller,0.0,New Line Cinema,0,1968
7114,Thriller,0.0,Paramount Pictures,0,1968
7118,Thriller,0.0,Relativity Media,0,1968
7119,Thriller,0.0,Touchstone Pictures,0,1968
7110,Thriller,0.0,Twentieth Century Fox Film Corporation,0,1968
7117,Thriller,0.0,Universal Pictures,0,1968
7111,Thriller,0.0,Walt Disney Pictures,0,1968
7113,Thriller,0.0,Warner Bros.,0,1968
7182,War,0.0,Columbia Pictures,0,1968
7186,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1968
7185,War,0.0,New Line Cinema,0,1968
7184,War,0.0,Paramount Pictures,0,1968
7188,War,0.0,Relativity Media,0,1968
7189,War,0.0,Touchstone Pictures,0,1968
7180,War,0.0,Twentieth Century Fox Film Corporation,0,1968
7187,War,0.0,Universal Pictures,0,1968
7181,War,0.0,Walt Disney Pictures,0,1968
7183,War,0.0,Warner Bros.,0,1968
7132,Western,0.0,Columbia Pictures,0,1968
7136,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1968
7135,Western,0.0,New Line Cinema,0,1968
19,Western,1.0,Paramount Pictures,1,1968
7138,Western,0.0,Relativity Media,0,1968
7139,Western,0.0,Touchstone Pictures,0,1968
7130,Western,0.0,Twentieth Century Fox Film Corporation,0,1968
7137,Western,0.0,Universal Pictures,0,1968
7131,Western,0.0,Walt Disney Pictures,0,1968
7133,Western,0.0,Warner Bros.,0,1968
6452,Action,0.0,Columbia Pictures,0,1969
6456,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6455,Action,0.0,New Line Cinema,0,1969
20,Action,0.5,Paramount Pictures,1,1969
6458,Action,0.0,Relativity Media,0,1969
6459,Action,0.0,Touchstone Pictures,0,1969
6450,Action,0.0,Twentieth Century Fox Film Corporation,0,1969
29,Action,0.5,Universal Pictures,1,1969
6451,Action,0.0,Walt Disney Pictures,0,1969
6453,Action,0.0,Warner Bros.,0,1969
6462,Adventure,0.0,Columbia Pictures,0,1969
6466,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6465,Adventure,0.0,New Line Cinema,0,1969
6464,Adventure,0.0,Paramount Pictures,0,1969
6468,Adventure,0.0,Relativity Media,0,1969
6469,Adventure,0.0,Touchstone Pictures,0,1969
6460,Adventure,0.0,Twentieth Century Fox Film Corporation,0,1969
6467,Adventure,0.0,Universal Pictures,0,1969
6461,Adventure,0.0,Walt Disney Pictures,0,1969
6463,Adventure,0.0,Warner Bros.,0,1969
6552,Comedy,0.0,Columbia Pictures,0,1969
6556,Comedy,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6555,Comedy,0.0,New Line Cinema,0,1969
21,Comedy,0.5,Paramount Pictures,1,1969
6558,Comedy,0.0,Relativity Media,0,1969
6559,Comedy,0.0,Touchstone Pictures,0,1969
6550,Comedy,0.0,Twentieth Century Fox Film Corporation,0,1969
30,Comedy,0.5,Universal Pictures,1,1969
6551,Comedy,0.0,Walt Disney Pictures,0,1969
6553,Comedy,0.0,Warner Bros.,0,1969
6492,Crime,0.0,Columbia Pictures,0,1969
6496,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6495,Crime,0.0,New Line Cinema,0,1969
6494,Crime,0.0,Paramount Pictures,0,1969
6498,Crime,0.0,Relativity Media,0,1969
6499,Crime,0.0,Touchstone Pictures,0,1969
25,Crime,1.0,Twentieth Century Fox Film Corporation,1,1969
6497,Crime,0.0,Universal Pictures,0,1969
6491,Crime,0.0,Walt Disney Pictures,0,1969
6493,Crime,0.0,Warner Bros.,0,1969
6502,Drama,0.0,Columbia Pictures,0,1969
6506,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6505,Drama,0.0,New Line Cinema,0,1969
22,Drama,0.25,Paramount Pictures,1,1969
6508,Drama,0.0,Relativity Media,0,1969
6509,Drama,0.0,Touchstone Pictures,0,1969
26,Drama,0.25,Twentieth Century Fox Film Corporation,1,1969
31,Drama,0.5,Universal Pictures,2,1969
6501,Drama,0.0,Walt Disney Pictures,0,1969
6503,Drama,0.0,Warner Bros.,0,1969
6522,Family,0.0,Columbia Pictures,0,1969
6526,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6525,Family,0.0,New Line Cinema,0,1969
6524,Family,0.0,Paramount Pictures,0,1969
6528,Family,0.0,Relativity Media,0,1969
6529,Family,0.0,Touchstone Pictures,0,1969
6520,Family,0.0,Twentieth Century Fox Film Corporation,0,1969
6527,Family,0.0,Universal Pictures,0,1969
6521,Family,0.0,Walt Disney Pictures,0,1969
6523,Family,0.0,Warner Bros.,0,1969
6472,Fantasy,0.0,Columbia Pictures,0,1969
6476,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6475,Fantasy,0.0,New Line Cinema,0,1969
6474,Fantasy,0.0,Paramount Pictures,0,1969
6478,Fantasy,0.0,Relativity Media,0,1969
6479,Fantasy,0.0,Touchstone Pictures,0,1969
6470,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,1969
6477,Fantasy,0.0,Universal Pictures,0,1969
6471,Fantasy,0.0,Walt Disney Pictures,0,1969
6473,Fantasy,0.0,Warner Bros.,0,1969
6572,History,0.0,Columbia Pictures,0,1969
6576,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6575,History,0.0,New Line Cinema,0,1969
6574,History,0.0,Paramount Pictures,0,1969
6578,History,0.0,Relativity Media,0,1969
6579,History,0.0,Touchstone Pictures,0,1969
27,History,1.0,Twentieth Century Fox Film Corporation,1,1969
6577,History,0.0,Universal Pictures,0,1969
6571,History,0.0,Walt Disney Pictures,0,1969
6573,History,0.0,Warner Bros.,0,1969
6562,Horror,0.0,Columbia Pictures,0,1969
6566,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6565,Horror,0.0,New Line Cinema,0,1969
6564,Horror,0.0,Paramount Pictures,0,1969
6568,Horror,0.0,Relativity Media,0,1969
6569,Horror,0.0,Touchstone Pictures,0,1969
6560,Horror,0.0,Twentieth Century Fox Film Corporation,0,1969
6567,Horror,0.0,Universal Pictures,0,1969
6561,Horror,0.0,Walt Disney Pictures,0,1969
6563,Horror,0.0,Warner Bros.,0,1969
6592,Music,0.0,Columbia Pictures,0,1969
6596,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6595,Music,0.0,New Line Cinema,0,1969
23,Music,0.5,Paramount Pictures,1,1969
6598,Music,0.0,Relativity Media,0,1969
6599,Music,0.0,Touchstone Pictures,0,1969
6590,Music,0.0,Twentieth Century Fox Film Corporation,0,1969
32,Music,0.5,Universal Pictures,1,1969
6591,Music,0.0,Walt Disney Pictures,0,1969
6593,Music,0.0,Warner Bros.,0,1969
6542,Romance,0.0,Columbia Pictures,0,1969
6546,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6545,Romance,0.0,New Line Cinema,0,1969
6544,Romance,0.0,Paramount Pictures,0,1969
6548,Romance,0.0,Relativity Media,0,1969
6549,Romance,0.0,Touchstone Pictures,0,1969
6540,Romance,0.0,Twentieth Century Fox Film Corporation,0,1969
33,Romance,1.0,Universal Pictures,1,1969
6541,Romance,0.0,Walt Disney Pictures,0,1969
6543,Romance,0.0,Warner Bros.,0,1969
6482,Science Fiction,0.0,Columbia Pictures,0,1969
6486,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6485,Science Fiction,0.0,New Line Cinema,0,1969
6484,Science Fiction,0.0,Paramount Pictures,0,1969
6488,Science Fiction,0.0,Relativity Media,0,1969
6489,Science Fiction,0.0,Touchstone Pictures,0,1969
6480,Science Fiction,0.0,Twentieth Century Fox Film Corporation,0,1969
6487,Science Fiction,0.0,Universal Pictures,0,1969
6481,Science Fiction,0.0,Walt Disney Pictures,0,1969
6483,Science Fiction,0.0,Warner Bros.,0,1969
6512,Thriller,0.0,Columbia Pictures,0,1969
6516,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6515,Thriller,0.0,New Line Cinema,0,1969
6514,Thriller,0.0,Paramount Pictures,0,1969
6518,Thriller,0.0,Relativity Media,0,1969
6519,Thriller,0.0,Touchstone Pictures,0,1969
6510,Thriller,0.0,Twentieth Century Fox Film Corporation,0,1969
34,Thriller,1.0,Universal Pictures,1,1969
6511,Thriller,0.0,Walt Disney Pictures,0,1969
6513,Thriller,0.0,Warner Bros.,0,1969
6582,War,0.0,Columbia Pictures,0,1969
6586,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6585,War,0.0,New Line Cinema,0,1969
6584,War,0.0,Paramount Pictures,0,1969
6588,War,0.0,Relativity Media,0,1969
6589,War,0.0,Touchstone Pictures,0,1969
6580,War,0.0,Twentieth Century Fox Film Corporation,0,1969
6587,War,0.0,Universal Pictures,0,1969
6581,War,0.0,Walt Disney Pictures,0,1969
6583,War,0.0,Warner Bros.,0,1969
6532,Western,0.0,Columbia Pictures,0,1969
6536,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1969
6535,Western,0.0,New Line Cinema,0,1969
24,Western,0.5,Paramount Pictures,1,1969
6538,Western,0.0,Relativity Media,0,1969
6539,Western,0.0,Touchstone Pictures,0,1969
28,Western,0.5,Twentieth Century Fox Film Corporation,1,1969
6537,Western,0.0,Universal Pictures,0,1969
6531,Western,0.0,Walt Disney Pictures,0,1969
6533,Western,0.0,Warner Bros.,0,1969
6002,Action,0.0,Columbia Pictures,0,1970
6006,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6005,Action,0.0,New Line Cinema,0,1970
35,Action,0.3333333333333333,Paramount Pictures,1,1970
6008,Action,0.0,Relativity Media,0,1970
6009,Action,0.0,Touchstone Pictures,0,1970
43,Action,0.3333333333333333,Twentieth Century Fox Film Corporation,1,1970
6007,Action,0.0,Universal Pictures,0,1970
6001,Action,0.0,Walt Disney Pictures,0,1970
51,Action,0.3333333333333333,Warner Bros.,1,1970
6012,Adventure,0.0,Columbia Pictures,0,1970
6016,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6015,Adventure,0.0,New Line Cinema,0,1970
6014,Adventure,0.0,Paramount Pictures,0,1970
6018,Adventure,0.0,Relativity Media,0,1970
6019,Adventure,0.0,Touchstone Pictures,0,1970
44,Adventure,1.0,Twentieth Century Fox Film Corporation,2,1970
6017,Adventure,0.0,Universal Pictures,0,1970
6011,Adventure,0.0,Walt Disney Pictures,0,1970
6013,Adventure,0.0,Warner Bros.,0,1970
6102,Comedy,0.0,Columbia Pictures,0,1970
6106,Comedy,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6105,Comedy,0.0,New Line Cinema,0,1970
36,Comedy,0.5,Paramount Pictures,2,1970
6108,Comedy,0.0,Relativity Media,0,1970
6109,Comedy,0.0,Touchstone Pictures,0,1970
45,Comedy,0.25,Twentieth Century Fox Film Corporation,1,1970
6107,Comedy,0.0,Universal Pictures,0,1970
6101,Comedy,0.0,Walt Disney Pictures,0,1970
52,Comedy,0.25,Warner Bros.,1,1970
6042,Crime,0.0,Columbia Pictures,0,1970
6046,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6045,Crime,0.0,New Line Cinema,0,1970
6044,Crime,0.0,Paramount Pictures,0,1970
6048,Crime,0.0,Relativity Media,0,1970
6049,Crime,0.0,Touchstone Pictures,0,1970
6040,Crime,0.0,Twentieth Century Fox Film Corporation,0,1970
6047,Crime,0.0,Universal Pictures,0,1970
6041,Crime,0.0,Walt Disney Pictures,0,1970
6043,Crime,0.0,Warner Bros.,0,1970
6052,Drama,0.0,Columbia Pictures,0,1970
6056,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6055,Drama,0.0,New Line Cinema,0,1970
37,Drama,0.625,Paramount Pictures,5,1970
6058,Drama,0.0,Relativity Media,0,1970
6059,Drama,0.0,Touchstone Pictures,0,1970
46,Drama,0.375,Twentieth Century Fox Film Corporation,3,1970
6057,Drama,0.0,Universal Pictures,0,1970
6051,Drama,0.0,Walt Disney Pictures,0,1970
6053,Drama,0.0,Warner Bros.,0,1970
6072,Family,0.0,Columbia Pictures,0,1970
6076,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6075,Family,0.0,New Line Cinema,0,1970
6074,Family,0.0,Paramount Pictures,0,1970
6078,Family,0.0,Relativity Media,0,1970
6079,Family,0.0,Touchstone Pictures,0,1970
6070,Family,0.0,Twentieth Century Fox Film Corporation,0,1970
6077,Family,0.0,Universal Pictures,0,1970
6071,Family,0.0,Walt Disney Pictures,0,1970
6073,Family,0.0,Warner Bros.,0,1970
6022,Fantasy,0.0,Columbia Pictures,0,1970
6026,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6025,Fantasy,0.0,New Line Cinema,0,1970
6024,Fantasy,0.0,Paramount Pictures,0,1970
6028,Fantasy,0.0,Relativity Media,0,1970
6029,Fantasy,0.0,Touchstone Pictures,0,1970
6020,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,1970
6027,Fantasy,0.0,Universal Pictures,0,1970
6021,Fantasy,0.0,Walt Disney Pictures,0,1970
6023,Fantasy,0.0,Warner Bros.,0,1970
6122,History,0.0,Columbia Pictures,0,1970
6126,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6125,History,0.0,New Line Cinema,0,1970
38,History,0.4,Paramount Pictures,2,1970
6128,History,0.0,Relativity Media,0,1970
6129,History,0.0,Touchstone Pictures,0,1970
47,History,0.4,Twentieth Century Fox Film Corporation,2,1970
6127,History,0.0,Universal Pictures,0,1970
6121,History,0.0,Walt Disney Pictures,0,1970
53,History,0.2,Warner Bros.,1,1970
6112,Horror,0.0,Columbia Pictures,0,1970
6116,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6115,Horror,0.0,New Line Cinema,0,1970
6114,Horror,0.0,Paramount Pictures,0,1970
6118,Horror,0.0,Relativity Media,0,1970
6119,Horror,0.0,Touchstone Pictures,0,1970
6110,Horror,0.0,Twentieth Century Fox Film Corporation,0,1970
6117,Horror,0.0,Universal Pictures,0,1970
6111,Horror,0.0,Walt Disney Pictures,0,1970
6113,Horror,0.0,Warner Bros.,0,1970
6142,Music,0.0,Columbia Pictures,0,1970
6146,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6145,Music,0.0,New Line Cinema,0,1970
39,Music,0.5,Paramount Pictures,1,1970
6148,Music,0.0,Relativity Media,0,1970
6149,Music,0.0,Touchstone Pictures,0,1970
6140,Music,0.0,Twentieth Century Fox Film Corporation,0,1970
6147,Music,0.0,Universal Pictures,0,1970
6141,Music,0.0,Walt Disney Pictures,0,1970
54,Music,0.5,Warner Bros.,1,1970
6092,Romance,0.0,Columbia Pictures,0,1970
6096,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6095,Romance,0.0,New Line Cinema,0,1970
40,Romance,1.0,Paramount Pictures,1,1970
6098,Romance,0.0,Relativity Media,0,1970
6099,Romance,0.0,Touchstone Pictures,0,1970
6090,Romance,0.0,Twentieth Century Fox Film Corporation,0,1970
6097,Romance,0.0,Universal Pictures,0,1970
6091,Romance,0.0,Walt Disney Pictures,0,1970
6093,Romance,0.0,Warner Bros.,0,1970
6032,Science Fiction,0.0,Columbia Pictures,0,1970
6036,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6035,Science Fiction,0.0,New Line Cinema,0,1970
6034,Science Fiction,0.0,Paramount Pictures,0,1970
6038,Science Fiction,0.0,Relativity Media,0,1970
6039,Science Fiction,0.0,Touchstone Pictures,0,1970
48,Science Fiction,1.0,Twentieth Century Fox Film Corporation,1,1970
6037,Science Fiction,0.0,Universal Pictures,0,1970
6031,Science Fiction,0.0,Walt Disney Pictures,0,1970
6033,Science Fiction,0.0,Warner Bros.,0,1970
6062,Thriller,0.0,Columbia Pictures,0,1970
6066,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6065,Thriller,0.0,New Line Cinema,0,1970
41,Thriller,0.5,Paramount Pictures,1,1970
6068,Thriller,0.0,Relativity Media,0,1970
6069,Thriller,0.0,Touchstone Pictures,0,1970
49,Thriller,0.5,Twentieth Century Fox Film Corporation,1,1970
6067,Thriller,0.0,Universal Pictures,0,1970
6061,Thriller,0.0,Walt Disney Pictures,0,1970
6063,Thriller,0.0,Warner Bros.,0,1970
6132,War,0.0,Columbia Pictures,0,1970
6136,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6135,War,0.0,New Line Cinema,0,1970
42,War,0.3333333333333333,Paramount Pictures,1,1970
6138,War,0.0,Relativity Media,0,1970
6139,War,0.0,Touchstone Pictures,0,1970
50,War,0.6666666666666666,Twentieth Century Fox Film Corporation,2,1970
6137,War,0.0,Universal Pictures,0,1970
6131,War,0.0,Walt Disney Pictures,0,1970
6133,War,0.0,Warner Bros.,0,1970
6082,Western,0.0,Columbia Pictures,0,1970
6086,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1970
6085,Western,0.0,New Line Cinema,0,1970
6084,Western,0.0,Paramount Pictures,0,1970
6088,Western,0.0,Relativity Media,0,1970
6089,Western,0.0,Touchstone Pictures,0,1970
6080,Western,0.0,Twentieth Century Fox Film Corporation,0,1970
6087,Western,0.0,Universal Pictures,0,1970
6081,Western,0.0,Walt Disney Pictures,0,1970
55,Western,1.0,Warner Bros.,1,1970
6302,Action,0.0,Columbia Pictures,0,1971
6306,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6305,Action,0.0,New Line Cinema,0,1971
6304,Action,0.0,Paramount Pictures,0,1971
6308,Action,0.0,Relativity Media,0,1971
6309,Action,0.0,Touchstone Pictures,0,1971
58,Action,1.0,Twentieth Century Fox Film Corporation,2,1971
6307,Action,0.0,Universal Pictures,0,1971
6301,Action,0.0,Walt Disney Pictures,0,1971
6303,Action,0.0,Warner Bros.,0,1971
6312,Adventure,0.0,Columbia Pictures,0,1971
6316,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6315,Adventure,0.0,New Line Cinema,0,1971
6314,Adventure,0.0,Paramount Pictures,0,1971
6318,Adventure,0.0,Relativity Media,0,1971
6319,Adventure,0.0,Touchstone Pictures,0,1971
6310,Adventure,0.0,Twentieth Century Fox Film Corporation,0,1971
6317,Adventure,0.0,Universal Pictures,0,1971
6311,Adventure,0.0,Walt Disney Pictures,0,1971
6313,Adventure,0.0,Warner Bros.,0,1971
6402,Comedy,0.0,Columbia Pictures,0,1971
6406,Comedy,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6405,Comedy,0.0,New Line Cinema,0,1971
6404,Comedy,0.0,Paramount Pictures,0,1971
6408,Comedy,0.0,Relativity Media,0,1971
6409,Comedy,0.0,Touchstone Pictures,0,1971
6400,Comedy,0.0,Twentieth Century Fox Film Corporation,0,1971
6407,Comedy,0.0,Universal Pictures,0,1971
6401,Comedy,0.0,Walt Disney Pictures,0,1971
6403,Comedy,0.0,Warner Bros.,0,1971
6342,Crime,0.0,Columbia Pictures,0,1971
6346,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6345,Crime,0.0,New Line Cinema,0,1971
6344,Crime,0.0,Paramount Pictures,0,1971
6348,Crime,0.0,Relativity Media,0,1971
6349,Crime,0.0,Touchstone Pictures,0,1971
59,Crime,1.0,Twentieth Century Fox Film Corporation,1,1971
6347,Crime,0.0,Universal Pictures,0,1971
6341,Crime,0.0,Walt Disney Pictures,0,1971
6343,Crime,0.0,Warner Bros.,0,1971
6352,Drama,0.0,Columbia Pictures,0,1971
6356,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6355,Drama,0.0,New Line Cinema,0,1971
6354,Drama,0.0,Paramount Pictures,0,1971
6358,Drama,0.0,Relativity Media,0,1971
6359,Drama,0.0,Touchstone Pictures,0,1971
6350,Drama,0.0,Twentieth Century Fox Film Corporation,0,1971
6357,Drama,0.0,Universal Pictures,0,1971
6351,Drama,0.0,Walt Disney Pictures,0,1971
6353,Drama,0.0,Warner Bros.,0,1971
6372,Family,0.0,Columbia Pictures,0,1971
6376,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6375,Family,0.0,New Line Cinema,0,1971
56,Family,1.0,Paramount Pictures,1,1971
6378,Family,0.0,Relativity Media,0,1971
6379,Family,0.0,Touchstone Pictures,0,1971
6370,Family,0.0,Twentieth Century Fox Film Corporation,0,1971
6377,Family,0.0,Universal Pictures,0,1971
6371,Family,0.0,Walt Disney Pictures,0,1971
6373,Family,0.0,Warner Bros.,0,1971
6322,Fantasy,0.0,Columbia Pictures,0,1971
6326,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6325,Fantasy,0.0,New Line Cinema,0,1971
57,Fantasy,1.0,Paramount Pictures,1,1971
6328,Fantasy,0.0,Relativity Media,0,1971
6329,Fantasy,0.0,Touchstone Pictures,0,1971
6320,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,1971
6327,Fantasy,0.0,Universal Pictures,0,1971
6321,Fantasy,0.0,Walt Disney Pictures,0,1971
6323,Fantasy,0.0,Warner Bros.,0,1971
6422,History,0.0,Columbia Pictures,0,1971
6426,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6425,History,0.0,New Line Cinema,0,1971
6424,History,0.0,Paramount Pictures,0,1971
6428,History,0.0,Relativity Media,0,1971
6429,History,0.0,Touchstone Pictures,0,1971
6420,History,0.0,Twentieth Century Fox Film Corporation,0,1971
6427,History,0.0,Universal Pictures,0,1971
6421,History,0.0,Walt Disney Pictures,0,1971
6423,History,0.0,Warner Bros.,0,1971
6412,Horror,0.0,Columbia Pictures,0,1971
6416,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6415,Horror,0.0,New Line Cinema,0,1971
6414,Horror,0.0,Paramount Pictures,0,1971
6418,Horror,0.0,Relativity Media,0,1971
6419,Horror,0.0,Touchstone Pictures,0,1971
6410,Horror,0.0,Twentieth Century Fox Film Corporation,0,1971
6417,Horror,0.0,Universal Pictures,0,1971
6411,Horror,0.0,Walt Disney Pictures,0,1971
6413,Horror,0.0,Warner Bros.,0,1971
6442,Music,0.0,Columbia Pictures,0,1971
6446,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6445,Music,0.0,New Line Cinema,0,1971
6444,Music,0.0,Paramount Pictures,0,1971
6448,Music,0.0,Relativity Media,0,1971
6449,Music,0.0,Touchstone Pictures,0,1971
6440,Music,0.0,Twentieth Century Fox Film Corporation,0,1971
6447,Music,0.0,Universal Pictures,0,1971
6441,Music,0.0,Walt Disney Pictures,0,1971
6443,Music,0.0,Warner Bros.,0,1971
6392,Romance,0.0,Columbia Pictures,0,1971
6396,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1971
6395,Romance,0.0,New Line Cinema,0,1971
6394,Romance,0.0,Paramount Pictures,0,1971
6398,Romance,0.0,Relativity Media,0,1971
6399,Romance,0.0,Touchstone Pictures,0,1971
6390,Romance,0.0,Twentieth Century Fox Film Corporation,0,1971
6397,Romance,0.0,Universal Pictures,0,1971
6391,Romance,0.0,Walt Disney Pictures,0,1971
6393,Romance,0.0,Warner Bros.,0,1971
6332,Science Fiction,0.0,Columbia Pictures,0,1971
